source,brand,description,original_price,final_price
babyartikel,Hauck,Hauck Hochstuhl & Babyliege ab Geburt - Sit'n Relax Newborn Set - Friend,149.9,129.99
babyartikel,Hauck,Hauck Neugeborenenaufsatz & Wippe für Alpha Hochstuhl - Bouncer 2in1 - Stretch Grey,69.9,69.9
babyartikel,Hauck,Hauck Hochstuhl Sitn Fold - Circles Blue,79.99,59.99
babyartikel,Hauck,Hauck Alpha Plus Grau - Newborn Set - Hochstuhl + Neugeboreneneinsatz & Wippe,129.99,129.99
babyartikel,Hauck,Hauck Neugeborenenaufsatz & Wippe für Alpha Hochstuhl - Bouncer 2in1 - Stretch Beige,69.9,69.9
babyartikel,Hauck,Hauck Alpha Plus Natur Newborn Set Deluxe - 4-tlg. Hochstuhl + 2in1 Neugeboreneneinsatz (verstellbar) + Sitzpolster,169.97,149.99
babyartikel,Hauck,Hauck Hochstuhl Alpha Plus - White,99.9,99.9
babyartikel,Hauck,Hauck Alpha Plus Weiß - Newborn Set - Hochstuhl + Neugeboreneneinsatz & Wippe,129.99,129.99
babyartikel,Hauck,Hauck Alpha Plus Walnut Newborn Set - 3-tlg. Hochstuhl + Neugeboreneneinsatz & Wippe Stretch Beige,119.99,119.99
babyartikel,Hauck,Hauck Alpha Plus Natur Newborn Set - 3-tlg. Hochstuhl + Neugeboreneneinsatz & Wippe Stretch Beige,119.99,119.99
babyartikel,Hauck,Hauck Alpha Plus White Newborn Set - 3-tlg. Hochstuhl + Neugeboreneneinsatz & Wippe Stretch Grey,129.99,129.99
babyartikel,Hauck,Hauck Alpha Plus Grey Newborn Set - 3-tlg. Hochstuhl + Neugeboreneneinsatz & Wippe Stretch Grey,129.99,129.99
babyartikel,Chicco,Chicco Hochstuhlspielzeug Willy die Windmühle,9.99,9.99
babyartikel,Hauck,Hauck Hochstuhl Alpha Plus - Natur,89.9,89.9
babyartikel,Hauck,Hauck Hochstuhl Sitn Relax - Multi Dots Sand,179.99,129.99
babyartikel,Hauck,Hauck Hochstuhlauflage Deluxe - Pooh Cuddles,19.99,19.99
babyartikel,Chicco,Chicco Hochstuhlspielzeug Phill die Raupe,16.99,16.99
babyartikel,Hauck,Hauck Essbrett & Tisch aus Holz für Alpha Hochstühle (Wooden Tray) - Charcoal,39.9,29.9
babyartikel,Hauck,Hauck Beta Plus Whitewashed Newborn Set - 5-tlg. Hochstuhl + Neugeboreneneinsatz & Wippe Stretch Grey + Essbrett + Sitzpolster,159.99,159.99
babyartikel,Hauck,Hauck Hochstuhlauflage & Sitzverkleinerer - Disney Deluxe - Mickey Grey,29.99,26.99
babyartikel,Hauck,Hauck Beta Plus Whitewashed Newborn Set Deluxe - 5-tlg. Hochstuhl + 2in1 Neugeboreneneinsatz + Essbrett + Sitzpolster,179.99,179.99
babyartikel,Hauck,Hauck Hochstuhl Alpha Plus - Walnut,89.9,89.9
babyartikel,LaLoona,LaLoona Hochstuhl Sitzkissen für Stokke Tripp Trapp - Grau,24.99,24.99
babyartikel,Hauck,Hauck Sitzverkleinerer für Alpha Hochstuhl - Comfort Line - Stretch Grey,39.9,34.9
babyartikel,Roba,Roba Sitzverkleinerer für Roba-Kombi-Hochstuhl - Adam & Eule,19.9,14.99
babyartikel,Roba,Roba Treppen-Hochstuhl Sit Up III - Natur,89.9,64.99
babyartikel,Fillikid,Fillikid Faltbarer Tischsitz inkl. Tasche - Melange Grau,29.99,29.99
babyartikel,joie,joie Hochstuhl Mimzy Snacker - Alphabet,79.95,79.95
babyartikel,Roba,Roba Universal-Sitzverkleinerer - Little Stars - Grau,29.9,19.99
babyartikel,Roba,Roba Sitzerhöhung Boostersitz aufblasbar - Dunkelblau,34.9,24.99
babyartikel,Fillikid,Fillikid Hochstuhl & Kinderstuhl Paul inkl. Essbrett - Sterne Grau,99.99,99.99
babyartikel,joie,joie Hochstuhl Mimzy 2in1 - Tile,119.95,99.95
babyartikel,Fillikid,Fillikid Hochstuhl & Kinderstuhl Paul inkl. Essbrett - Zick Zack,99.99,99.99
babyartikel,playgro,playgro Hochstuhl-Spielzeug mit Saugfuß - Drehrassel,13.99,11.99
babyartikel,ABC Design,ABC Design Hopper Set - Track,29.9,24.9
babyartikel,joie,joie Hochstuhl Mimzy 2in1 - Logan,119.95,109.95
babyartikel,Hauck,Hauck Hochstuhlauflage Deluxe - Stretch Grey,24.9,19.99
babyartikel,Chicco,Chicco Tablett & Sitzbezug Mahlzeitset für Baby Hug 4 in 1 Air - Neutral,49.9,49.9
babyartikel,ABC Design,ABC Design Hopper Set - Bean,29.9,24.9
babyartikel,Roba,Roba Sitzverkleinerer für Sit Up III + Super Maxi - Jumbotwins,19.9,14.99
babyartikel,Roba,Roba Sitzverkleinerer für Sit Up III + Super Maxi - Adam & Eule,19.9,14.99
babyartikel,Schardt,Schardt Treppen-Hochstuhl Domino inkl. Spielbrett und Sitzverkleinerer - Circle Star - Grey,129.9,79.99
babyartikel,Chicco,Chicco Hochstuhl und Babyliege Polly Magic Relax - Cocoa,159.99,159.99
babyartikel,Schardt,Schardt Hochstuhl Holly Natur inkl. Sitzkissen - Rosa,139.0,84.96
babyartikel,Hauck,Hauck Hochstuhlauflage & Sitzverkleinerer - Disney Deluxe - Minnie Grey,29.99,23.99
babyartikel,Schardt,Schardt Kombi-Hochstuhl X-Tra II Buche Natur inkl. Sitzverkleinerer - Sternchen Grau,72.9,54.99
babyartikel,Hauck,Hauck Hochstuhlauflage & Sitzverkleinerer - Disney Deluxe - Winnie Pooh Grey,29.99,23.99
babyartikel,Hauck,Hauck Hochstuhlauflage Deluxe - Multicolor Beige,19.99,19.99
babyartikel,ABC Design,ABC Design Schutzbügel Hopper - White,44.9,34.9
babyartikel,Hauck,Hauck Hochstuhlauflage Deluxe - Sweety,24.9,19.99
babyartikel,Roba,Roba Treppen-Hochstuhl Sit Up Click mit Essbrett - Natur,109.9,84.99
babyartikel,Pinolino,Pinolino Kombi-Hochstuhl Lene,89.9,79.99
babyartikel,Hauck,"Hauck Sitn Relax 3in1 - Hochstuhl ab der Geburt, Babyliege und Wippe - Stretch Grey",209.9,159.99
babyartikel,ABC Design,ABC Design Hopper Set - Camel,29.9,19.99
babyartikel,Chicco,"Chicco Stubenwagen, Hochstuhl, Sessel Baby Hug 4 in 1 Air - Stone",249.0,219.99
babyartikel,Hauck,Hauck Hochstuhl Sitn Fold - Pooh Cuddles,79.99,79.99
babyartikel,Babymoov,Babymoov Sitzerhöhung Up & Go - Grey,42.99,42.99
babyartikel,Hauck,Hauck Hochstuhlauflage Deluxe - Teddy Grey,24.9,19.99
babyartikel,ABC Design,ABC Design Hopper Set - Coal,29.9,16.99
babyartikel,Hauck,Hauck Hochstuhlauflage Deluxe - Melange Charcoal,24.9,17.99
babyartikel,Hauck,Hauck Hochstuhlauflage Deluxe - Stretch Rose,24.9,19.9
babyartikel,Hauck,Hauck Hochstuhlauflage Deluxe - Stretch Beige,24.9,19.99
babyartikel,Chicco,Chicco Hochstuhl und Babyliege Polly Magic Relax - Graphite,179.0,164.99
